"Ly8_cas9_11"	"Ly8_cas9_3"	"Ly8_cas9_6"	"Ly8_het_A9"	"Ly8_het_G10"	"Ly8_het_G5"	"Ly8_KO_G6"
"PDCD2L"	60.070731661491	77.5568799078862	64.6186018272514	66.776411110712	56.6892061063049	56.5972211090489	54.977626382313
"RBM42"	341.201755837269	333.038366663276	353.127007168642	368.88581944224	401.978006935616	367.02440355565	388.508559768345
"KIRREL2"	20.023577220497	7.60361567724375	16.382180744937	8.61631111105962	7.21498986807516	15.4356057570133	15.5769941416553
"UBA2"	612.721462947208	501.838634698087	561.54475109034	654.839644440531	561.738496871566	572.832480315828	633.158997169638
"HCST"	59.2697885726711	59.3082022825012	59.1578749122724	57.6215805552112	40.1978006935616	53.1670864963793	21.0747567798866
"COX6B1"	2461.29811194349	2355.60013681011	2695.77885369463	2744.29508887249	2948.86943036615	3337.52097812755	2615.10242825202
"CCR7"	44.8528129739133	38.0180783862187	37.3149672523565	61.929736110741	6.18427702977871	3.43013461266963	31.1539882833107
"FRMD8"	115.335804790063	117.095681429554	96.4728421646289	133.014302776983	131.931243301946	145.780721038459	126.44854067932
"PRDX5"	1498.564519182	1777.72534533959	1757.44394547074	1712.4918333231	1810.96245688687	1970.6123349787	1611.76074677481
"BCL2L12"	227.467837224846	206.81834642103	231.170772734111	178.788455554487	212.326844689069	308.712115140267	229.989737032676
"IRF3"	68.8811056385097	82.1190493142325	86.4615094871674	61.3912166662998	82.4570270637162	87.4684326230756	88.8804959847393
"PRMT1"	180.212194984473	167.279544899362	182.0242304993	155.632119443514	174.1904696721	198.947807534839	162.183997827823
"ASL"	154.582016142237	132.302912784041	128.327082502006	97.4720194438619	141.207658846614	154.356057570133	119.118190495011
"SBDS"	274.723479465219	453.175494363727	342.205553338684	384.502883331035	330.858821093161	356.733999717641	411.415904094309
"STAT5A"	157.785788497516	117.095681429554	79.1805402671954	81.3164361106251	26.7985337957078	70.3177595597274	84.2990271195466
"BECN1"	60.070731661491	56.2667560116037	50.0566633873074	46.8511916663867	63.90419597438	46.30681727104	32.9865758293878
"TRAP1"	36.8433820857145	39.5388015216675	36.40484609986	46.3126722219454	36.0749493403758	46.30681727104	28.405106964195
"NSRP1"	510.200747578264	652.390225107513	464.161787773214	442.662983330688	428.776540731324	377.314807393659	428.825485782041
"DNAJC8"	1183.79388527578	1383.85805325836	1249.59634237769	1258.51994165915	1111.10843968358	1402.92505658188	1113.29693424184
"AHDC1"	27.2320650198759	30.414462708975	20.022665354923	16.1555833332368	42.2592263701545	18.865740369683	34.8191633754649
"IFI6"	164.994276296895	3730.33385125578	480.543968518151	162.094352776809	208.203993335883	61.7424230280533	58.6428014744672
"EMG1"	598.30448734845	652.390225107513	593.398991427717	524.517938885754	522.571409016301	605.41875913619	492.96604989474
"UXT"	1534.60695817889	1405.14817715464	1595.44238032636	1291.36962777006	1430.62941955548	1636.17421024341	1346.95184636667
"ELK1"	24.8292357534163	16.7279544899362	15.4720595924405	22.0792972220903	19.5835439276326	24.0109422886874	27.4888131911565
"TIMM17B"	403.67531676522	343.683428611417	426.846820520858	410.351816664214	510.202854956744	454.492836178726	424.244016916849
"PCNX4"	68.0801625496898	62.3496485533987	56.4275114547829	71.6230861106831	87.6105912551984	80.6081633977363	70.5546205239683
"ATG14"	20.8245203093169	21.2901238962825	9.10121152496499	18.3096611110017	10.3071283829645	18.865740369683	10.079231503424
"KTN1"	722.450666115532	839.43917076771	712.624862404759	792.162102773044	778.188192913821	797.506297445689	813.668870458232
"DLGAP5"	245.889528267703	218.98413150462	263.935134223985	236.410036109698	220.572547395441	279.555970932575	246.48302494737
"L3HYPDH"	35.2414959080747	62.3496485533987	31.8542403373775	31.2341277775911	31.95209798719	48.0218845773748	43.9821011058504
"ZBTB1"	66.47827637205	60.82892541795	49.1465422348109	80.2393972217427	53.5970675914155	46.30681727104	52.2287450631973
"TRMT5"	345.206471281368	322.393304715135	359.497855236117	301.570888887087	300.968148782564	334.438124735289	302.376945102721
"SGPP1"	56.0660162173916	53.2253097407062	38.225088404853	122.7824333326	85.5491655786055	116.624576830767	59.5590952475057
"RHOT1"	82.4971381484476	79.077603043335	68.2590864372374	94.2409027772146	97.9177196381629	85.7533653167407	97.1271399420863
"WDR60"	54.4641300397519	71.4739873660912	57.3376326072794	110.396486110451	95.85629396157	108.049240299093	107.20637144551
"FAM78A"	80.8952519708079	66.911817959745	73.7198133522164	81.3164361106251	84.5184527403091	84.0382980104059	85.2153208925851
"NUP214"	75.2886503490687	79.077603043335	65.5287229797479	98.5490583327444	88.6413040934949	66.8876249470578	78.8012644813153
"SLC10A3"	62.4735609279507	63.8703716888475	57.3376326072794	53.3134249996814	62.8734831360836	54.8821538027141	64.1405641126985
"MAP2K2"	172.202764096274	212.901238962825	186.574836261782	222.947049998668	221.603260233737	185.22726908416	249.231906266486
"TIMM8A"	289.140455063977	237.232809130005	251.193438089034	267.105644442848	281.384604854931	284.701172851579	238.236380990023
"ZC4H2"	59.2697885726711	47.1424171989112	62.7983595222584	81.3164361106251	85.5491655786055	99.4739037674193	95.2945523960092
"CANX"	748.881788046588	935.244728300981	731.737406607185	737.233119440039	572.045625254531	629.429701424877	644.1545224461
"INTS11"	153.781073053417	138.385805325836	156.540838229398	131.9372638881	173.159756833804	174.936865246151	179.593579515556
"RGS13"	91.3075121254663	171.841714305709	97.3829633171254	79.7008777773015	120.593402080685	121.769778749772	84.2990271195466
"FGD3"	73.686764171429	60.82892541795	61.8882383697619	58.1600999996524	54.627780429712	46.30681727104	77.8849707082767
"HIVEP3"	8.0094308881988	10.6450619481412	30.0339980323845	4.30815555552981	4.12285135318581	3.43013461266963	12.8281128225397
"PPCS"	332.39138186025	393.867292081226	387.711610963509	339.805769442414	301.99886162086	255.545028643887	227.24085571356
"COX7C"	4290.6521268081	4131.80475901425	5106.68978665786	4949.53221385931	4928.86879273363	6090.20400479493	4270.84527613268
"RAP1B"	285.936682708697	208.339069556479	283.957799578908	250.950061109611	188.620449408251	192.087538309499	246.48302494737
"BEST3"	52.8622438621121	9.1243388126925	52.7870268447969	44.1585944441805	188.620449408251	99.4739037674193	127.364834452358
"RAB3IP"	116.937690967702	100.367726939617	101.933569079608	103.934252777157	168.006192642322	120.054711443437	164.932879146939
"DYRK2"	60.070731661491	65.3910948242962	49.1465422348109	63.0067749996235	38.1363750169687	29.1561442076919	67.8057392048527
"YEATS4"	430.106438696276	433.406093602894	455.06057624825	385.579922219918	415.37727383347	392.750413150673	433.406954647234
"LRRC61"	87.3027966813669	82.1190493142325	81.0007825721884	147.015808332455	159.76048993595	118.339644137102	160.351410281746
"TMEM175"	8.81037397701868	9.1243388126925	11.8315749824545	21.0022583332078	13.3992668978539	13.7205384506785	10.9955252764626
"AUNIP"	69.6820487273296	63.8703716888475	80.0906614196919	75.3927222217717	72.1498986807516	75.4629614787319	79.7175582543538
"PIN1"	394.864942788201	375.618614455841	427.756941673355	352.191716664562	434.960817761103	463.0681727104	364.684921669343
"FBXL12"	197.83294293851	222.025577775517	219.339197751656	169.095105554545	239.125378484777	226.388884436196	281.302188322835
"EMC1"	44.8528129739133	34.9766321153212	25.483392269902	50.6208277774753	46.3820777233403	34.3013461266963	36.651750921542
"UBR4"	53.663186950932	65.3910948242962	50.9667845398039	61.3912166662998	75.242037195641	41.1616153520356	61.3916827935828
"HP1BP3"	329.187609504971	269.167994974429	261.204770766495	285.953824998291	324.674544063382	269.265567094566	329.865758293878
"SIN3B"	62.4735609279507	68.4325410951937	56.4275114547829	46.8511916663867	44.3206520467474	65.172557640723	64.1405641126985
"EPS15L1"	52.8622438621121	62.3496485533987	52.7870268447969	74.3156833328892	63.90419597438	34.3013461266963	61.3916827935828
"F2RL3"	27.2320650198759	47.1424171989112	62.7983595222584	2.1540777777649	2.0614256765929	17.1506730633481	29.3214007372336
"GFER"	60.8716747503109	72.99471050154	90.1019940971534	60.8526972218586	98.9484324764594	70.3177595597274	81.5501458004309
"SYNGR3"	2.40282926645964	6.082892541795	4.55060576248249	26.3874527776201	22.6756824425219	34.3013461266963	30.2376945102721
"PKMYT1"	40.047154440994	28.8937395735262	24.5732711174055	24.2333749998552	27.8292466340042	34.3013461266963	22.9073443259637
"WDR24"	32.8386666416151	27.3730164380775	27.303634574895	14.0015055554719	20.614256765929	13.7205384506785	21.0747567798866
"CHTF18"	68.8811056385097	63.8703716888475	60.0679960647689	45.235633333063	49.4742162382297	49.7369518837096	54.977626382313
"TUBBP1"	1000.37791793603	504.880080968985	658.927714407465	666.148552773797	814.263142254197	826.662441653381	1004.25797525025
"MACF1"	98.5159999248453	85.16049558513	70.9894498947269	57.6215805552112	65.9656216509729	66.8876249470578	76.9686769352382
"SMARCA4"	1561.03808010995	1304.78045021503	1281.45058271507	1645.71542221239	1823.33101094642	1533.27017186332	1908.6399292393
"KDM4B"	88.1037397701868	80.5983261787837	104.663932537097	101.780174999392	109.255560859424	130.345115281446	116.369309175896
"TICAM1"	31.2367804639753	47.1424171989112	26.3935134223985	35.0037638886797	27.8292466340042	32.5862788203615	43.9821011058504
"METTL25"	14.4169755987578	18.248677625385	20.022665354923	14.5400249999131	21.6449696042255	18.865740369683	18.325875460771
"EMC6"	22.4264064869566	16.7279544899362	32.764361489874	16.1555833332368	12.3685540595574	18.865740369683	15.5769941416553
"METTL16"	138.563154365839	117.095681429554	119.225870977041	158.863236110162	116.470550727499	133.775249894116	130.113715771474
"TUBA4A"	1208.6231210292	1491.82939587522	1376.10318257471	1124.42859999328	785.403182781896	1348.04290277916	1158.19532912073
"AAMP"	147.373528342858	133.82363591949	122.866355587027	176.095858332281	156.668351421061	149.210855651129	162.183997827823
"PNKD"	499.788487423605	456.216940634625	546.982812650396	515.901627774695	507.110716441854	497.369518837096	503.045281398164
"RNF6"	107.326373901864	89.7226649914762	71.8995710472234	122.7824333326	141.207658846614	102.904038380089	162.183997827823
"ECHS1"	538.233755686959	591.561299689563	457.790939705739	647.300372218354	788.495321296786	574.547547622163	700.048442601452
"ZNF835"	8.81037397701868	3.0414462708975	10.921453829958	16.1555833332368	10.3071283829645	13.7205384506785	16.4932879146939
"AKAP9"	590.295056460252	631.100101211231	507.847603093046	564.368377774405	660.686929348026	533.385932270127	589.176896063787
"GNG11"	1164.57125114411	1094.9206575231	1319.67567111992	1142.73826110428	908.058010539174	1771.66452744386	1329.54226467894
"SEM1"	3808.48438733853	3163.1041217334	3978.1395575622	4174.06421386394	4254.78259648775	4975.4102556773	4684.09376777307
"HIP1"	40.047154440994	34.9766321153212	42.7756941673355	29.6185694442674	15.4606925744468	3.43013461266963	13.7444065955782
"PTPN12"	16.8198048652175	12.16578508359	14.561938439944	38.7733999997683	57.7199189446013	56.5972211090489	66.8894454318141
"POR"	66.47827637205	63.8703716888475	56.4275114547829	88.3171888883611	79.3648885488268	101.188971073754	84.2990271195466
"STYXL1"	231.472552668945	197.694007608337	236.63149964909	233.178919443051	283.446030531524	260.690230562892	218.994211756213
"PMS2P3"	53.663186950932	68.4325410951937	58.2477537597759	52.7749055552402	51.5356419148226	63.4574903343881	54.977626382313
"PEX1"	33.639609730435	27.3730164380775	39.1352095573495	51.6978666663577	55.6584932680084	29.1561442076919	33.9028696024263
"MTERF1"	137.762211277019	203.776900150132	158.361080534391	182.019572221134	158.729777097654	161.216326795473	140.192947274898
"SGCE"	4.80565853291928	4.56216940634625	4.55060576248249	95.317941666097	86.579878416902	8.57533653167407	130.113715771474
"RBM48"	132.15560965528	114.054235158656	124.68659789202	120.628355554835	111.316986536017	101.188971073754	143.858122367052
"CASD1"	42.4499837074536	39.5388015216675	38.225088404853	33.388205555356	39.1670878552652	49.7369518837096	43.9821011058504
"ZNF780B"	30.4358373751554	34.9766321153212	23.663149964909	21.0022583332078	31.95209798719	22.2958749823526	22.9073443259637
"ZFP36"	50.4594145956524	85.16049558513	54.6072691497899	55.4675027774463	77.3034628722339	78.8930960914015	62.3079765666214
"SRD5A3"	153.781073053417	145.98942100308	150.169990161922	176.634377776722	111.316986536017	126.914980668776	114.536721629819
"PAICS"	1895.03134814784	1718.41714305709	1802.03988194307	1924.66849443294	1503.81003107452	1706.49196980314	1595.26745886012
"PPAT"	156.984845408697	139.906528461285	104.663932537097	145.938769443572	118.531976404092	102.904038380089	121.867071814127
"TUBGCP6"	17.6207479540374	27.3730164380775	19.1125442024265	27.4644916665025	13.3992668978539	10.2904038380089	19.2421692338095
"ADM2"	92.1084552142862	106.450619481412	94.6525998596359	128.706147221453	151.514787229578	116.624576830767	114.536721629819
"DGCR6L"	72.8858210826091	95.8055575332712	113.765144062062	132.475783332542	129.869817625353	133.775249894116	93.4619648499321
"DGCR8"	18.4216910428572	27.3730164380775	11.8315749824545	23.1563361109727	19.5835439276326	13.7205384506785	22.9073443259637
"ASPHD2"	17.6207479540374	22.8108470317312	20.022665354923	25.8489333331789	16.4914054127432	20.5808076760178	16.4932879146939
"VPREB3"	132.9565527441	127.740743377695	101.023447927111	109.85796666601	213.357557527366	99.4739037674193	149.355885005284
"SDF2L1"	342.803642014909	406.033077164816	339.475189881194	378.579169442182	385.486601522873	435.627095809043	385.759678449229
"YWHAH"	1046.03167399876	854.646402122197	1078.49356570835	901.481549994613	1051.32709506238	1025.61024918822	1179.27008590061
"GNAZ"	14.4169755987578	18.248677625385	13.6518172874475	17.7711416665605	31.95209798719	5.14520191900444	17.4095816877324
"MGAT3"	7.20848779937892	31.9351858444237	14.561938439944	22.6178166665315	7.21498986807516	32.5862788203615	30.2376945102721
"ATF4"	956.326048050937	1067.54764108502	1355.17039606729	966.642402772001	999.791453147559	1167.96083561401	1131.62280970261
"APOL3"	35.2414959080747	71.4739873660912	43.685815319832	33.388205555356	32.9828108254865	6.86026922533926	27.4888131911565
"TPST2"	189.823512050312	177.924606847504	218.42907659916	147.554327776896	166.975479804025	214.383413291852	161.267704054785
"MPST"	178.610308806833	135.344359054939	194.765926634251	170.710663887869	225.726111586923	181.79713447149	172.263229331247
"TST"	122.544292589442	123.178573971349	152.900353619412	67.8534499995945	124.716253433871	108.049240299093	95.2945523960092
"IGLL1"	145.771642165218	42.580247792565	173.833140126831	107.703888888245	411.254422480284	39.4465480457007	95.2945523960092
"APOL2"	54.4641300397519	136.865082190387	84.6412671821744	74.8542027773304	50.5049290765262	58.3122884153837	53.1450388362359
"RAC2"	486.172454913667	377.13933759129	440.498637808306	559.521702774434	337.04309812294	451.062701566056	468.226118022699
"APOBEC3F"	24.0282926645964	27.3730164380775	10.921453829958	16.694102777678	17.5221182510397	5.14520191900444	17.4095816877324
"RIBC2"	15.2179186875777	13.6865082190387	30.0339980323845	8.61631111105962	9.27641554466807	15.4356057570133	8.24664395734695
"EMC4"	559.859219085096	568.750452657832	530.600631905459	339.805769442414	319.5209798719	334.438124735289	351.856808846803
"SPECC1"	36.8433820857145	34.9766321153212	28.2137557273915	34.4652444442385	8.24570270637162	13.7205384506785	28.405106964195
"POT1"	61.6726178391308	51.7045866052575	60.9781172172654	102.318694443833	85.5491655786055	84.0382980104059	98.9597274881634
"ATP6V1F"	947.515674073918	964.138467874507	1053.92029459095	1518.08631387982	1807.87031837198	1931.165786933	1550.36906398123
"LSM8"	539.835641864599	656.95239451386	727.186800844703	810.471763884045	830.75454766694	1025.61024918822	1043.65860749091
"CDHR3"	269.11687784348	177.924606847504	333.104341813719	164.248430554574	161.821915612543	118.339644137102	182.342460834671
"PRKRIP1"	231.472552668945	285.895949464365	232.991015039104	203.021830554342	213.357557527366	243.539557499544	177.760991969479
"STRIP2"	39.2462113521741	39.5388015216675	38.225088404853	50.082308333034	47.4127905616368	44.5917499647052	71.4709142970069
"IFT22"	124.146178767081	129.261466513144	166.552170906859	184.173649998899	204.081141982698	204.093009453843	195.170573657211
"MKLN1"	142.567869809939	155.113759815772	164.731928601866	204.098869443225	141.207658846614	236.679288274204	193.337986111134
"DNAJB9"	229.870666491306	238.753532265454	245.732711174055	273.029358331702	341.165949476126	192.087538309499	276.720719457642
"CALU"	291.543284330436	257.002209890839	234.811257344097	454.510411108395	493.711449544001	404.755884295016	473.72388066093
"CCDC136"	32.0377235527952	12.16578508359	18.20242304993	18.8481805554429	40.1978006935616	25.7260095950222	29.3214007372336
"IRF5"	13.616032509938	12.16578508359	10.0113326774615	58.6986194440937	12.3685540595574	13.7205384506785	21.9910505529252
"KLHDC10"	44.8528129739133	63.8703716888475	40.045330709846	71.6230861106831	64.9349088126765	56.5972211090489	76.9686769352382
"NDUFA5"	740.071414069569	659.993840784757	769.052373859542	1168.04867499302	1312.09744315138	1404.64012388821	1245.24323755939
"MRPS12"	639.953527967084	754.27867518258	695.332560507325	543.366119441197	624.61198000765	739.194009030305	595.590952475057
"MTX2"	233.074438846585	258.522933026287	268.485739986467	319.342030553647	373.118047463316	360.164134330311	303.29323887576
"GAD1"	39.2462113521741	28.8937395735262	43.685815319832	1.07703888888245	15.4606925744468	17.1506730633481	6.41405641126985
"EIF2S2P4"	330.78949568261	375.618614455841	330.373978356229	299.416811109322	311.275277165529	284.701172851579	288.632538507143
"OSGEPL1"	24.0282926645964	24.33157016718	34.584603794867	33.388205555356	28.8599594723007	22.2958749823526	21.9910505529252
"ORMDL1"	483.769625647208	576.354068335076	533.330995362948	555.213547218904	551.431368488602	483.648980386418	523.203744405012
"HAT1"	833.781755461495	705.61553484822	850.963277584227	797.008777773015	792.618172649972	927.851412727135	1027.16531957621
"HERC2"	76.8905365267085	79.077603043335	104.663932537097	49.0052694441516	71.1191858424552	61.7424230280533	57.7265077014286
"SNRPN"	852.203446504352	812.066154329632	835.491217991786	583.755077774289	589.567743505571	552.25167263981	580.013958333402
"PSMG2"	681.602568585718	593.082022825012	671.669410542416	554.136508330022	590.598456343867	596.843422604516	720.2069056083
"TWSG1"	10.4122601546584	16.7279544899362	20.9327865074195	16.694102777678	16.4914054127432	10.2904038380089	22.9073443259637
"WDFY4"	112.932975523603	118.616404565002	81.9109037246849	73.777163888448	121.624114918981	135.49031720045	115.453015402857
"EIF2AK4"	52.0613007732922	48.66314033436	43.685815319832	31.2341277775911	46.3820777233403	34.3013461266963	48.5635699710431
"ELL3"	28.0330081086958	24.33157016718	20.9327865074195	9.15483055550084	8.24570270637162	13.7205384506785	21.9910505529252
"CCDC32"	23.2273495757765	22.8108470317312	33.6744826423705	11.847427777707	18.5528310893361	12.0054711443437	20.1584630068481
"INO80"	88.9046828590067	82.1190493142325	72.8096921997199	32.8496861109148	36.0749493403758	32.5862788203615	36.651750921542
"ICE2"	154.582016142237	164.238098628465	134.697930569482	88.3171888883611	108.224848021127	102.904038380089	88.8804959847393
"MINDY2"	80.094308881988	74.5154336369887	73.7198133522164	46.3126722219454	36.0749493403758	22.2958749823526	44.8983948788889
"IVD"	121.743349500622	141.427251596734	121.046113282034	78.0853194439778	66.9963344892694	75.4629614787319	71.4709142970069
"KNSTRN"	261.107446955281	228.108470317312	222.979682361642	101.241655554951	97.9177196381629	118.339644137102	119.118190495011
"DUT"	2945.86868067952	2550.25269814755	3048.90586086327	1211.13023054832	1299.72888909183	1524.69483533165	1576.02528962631
"CHAC1"	32.0377235527952	33.4559089798725	34.584603794867	19.3866999998841	16.4914054127432	17.1506730633481	34.8191633754649
"ARPP19"	418.893235452797	396.908738352124	404.093791708446	197.098116665489	231.910388616702	252.114894031218	255.645962677755
"VPS13C"	289.941398152797	299.582457683404	236.63149964909	169.633624998986	200.989003467808	137.205384506785	137.444065955782
"CALML4"	24.8292357534163	12.16578508359	10.921453829958	7.53927222217717	13.3992668978539	22.2958749823526	31.1539882833107
"ANAPC13"	531.025267887581	629.579378075782	566.095356852822	650.531488885001	662.748355024619	653.440643713564	561.688082872631
"MBD4"	333.19232494907	393.867292081226	313.991797611292	395.27327221986	364.872344756944	365.309336249316	369.266390534536
"COPB1"	506.996975222984	460.779110040971	480.543968518151	512.131991663606	304.060287297453	473.358576548409	472.807586887892
"PSMA1"	8.81037397701868	4.56216940634625	1.820242304993	7.53927222217717	6.18427702977871	10.2904038380089	26.5725194181179
"SUMF2"	68.8811056385097	60.82892541795	80.0906614196919	65.1608527773884	48.4435033999332	73.747894172397	65.9731516587756
"SPCS3"	566.266763795655	652.390225107513	537.881601125431	469.050436108308	415.37727383347	505.94485536877	524.12003817805
"SERGEF"	106.525430813044	112.533512023207	115.585386367055	155.632119443514	76.2727500339375	106.334172992759	134.695184636667
"E2F8"	87.3027966813669	83.6397724496812	84.6412671821744	85.0860722217137	70.0884730041587	56.5972211090489	105.373783899433
"DCTD"	348.410243636648	322.393304715135	333.104341813719	379.117688886623	327.766682578272	257.260095950222	284.05106964195
"RPAIN"	266.71404857702	184.007499389299	260.294649613999	231.024841665286	362.810919080351	269.265567094566	295.962888691452
"TXNDC17"	2041.60393340187	1887.2174110919	1902.15320871768	1915.51366387744	2109.86917999284	2339.35180584069	2079.98686479751
"FXR2"	24.0282926645964	28.8937395735262	29.123876879888	46.3126722219454	53.5970675914155	49.7369518837096	33.9028696024263
"KIF1C"	24.8292357534163	28.8937395735262	33.6744826423705	40.388958333092	48.4435033999332	30.8712115140267	40.3169260136962
"MPDU1"	76.8905365267085	95.8055575332712	66.4388441322444	78.0853194439778	70.0884730041587	73.747894172397	64.1405641126985
"PHF20L1"	466.14887769317	475.986341395459	478.723726213158	381.271766664388	562.769209709863	334.438124735289	393.090028633538
"CCNT1"	116.937690967702	144.468697867631	106.48417484209	124.936511110364	143.269084523207	104.619105686424	120.950778041089
"PUS7L"	111.331089345963	179.445329982952	109.21453829958	136.783938888071	119.562689242388	102.904038380089	81.5501458004309
"KRI1"	100.117886102485	139.906528461285	78.2704191146989	83.4705138883901	85.5491655786055	104.619105686424	85.2153208925851
"ILF3"	1288.71742991119	1110.12788887759	1120.35913872319	1110.42709443781	1227.57899041107	957.007556934827	1174.68861703542
"SLC44A2"	160.989560852796	120.137127700451	118.315749824545	143.246172221366	124.716253433871	111.479374911763	148.439591232245
"CDKN2D"	40.8480975298139	16.7279544899362	33.6744826423705	14.5400249999131	46.3820777233403	24.0109422886874	34.8191633754649
"NGDN"	407.680032209319	387.784399539431	403.183670555949	436.739269441834	466.912915748293	481.933913080083	588.260602290749
"RAB2B"	42.4499837074536	50.1838634698087	40.045330709846	52.7749055552402	56.6892061063049	61.7424230280533	45.8146886519275
"BCL2L2"	20.8245203093169	21.2901238962825	13.6518172874475	23.1563361109727	13.3992668978539	12.0054711443437	37.5680446945805
"PARP2"	229.069723402486	269.167994974429	232.991015039104	203.560349998783	237.063952808184	219.528615210856	260.227431542948
"HEATR5A"	46.4546991515531	62.3496485533987	46.4161787773214	48.4667499997104	57.7199189446013	48.0218845773748	51.3124512901588
"SNX6"	824.170438395657	993.032207448033	957.447452426317	826.627347217282	935.887257173178	1025.61024918822	873.227965705738
"EAPP"	278.728194909318	364.9735525077	313.991797611292	225.101127776433	293.753158914489	229.819019048865	257.478550223832
"EGLN3"	394.063999699381	331.517643527827	425.936699368362	372.655455553329	418.46941234836	478.503778467413	492.96604989474
"MIS18BP1"	526.219609354661	586.999130283217	516.948814618011	444.278541664012	466.912915748293	408.186018907686	460.89576783839
"NRL"	12.0141463322982	10.6450619481412	11.8315749824545	11.847427777707	21.6449696042255	17.1506730633481	20.1584630068481
"DAD1"	1082.07411299566	1076.67197989771	1167.68543865301	1207.36059443723	1164.70550727499	1250.28406631808	1067.48224558991
"TEP1"	16.0188617763976	10.6450619481412	6.37084806747549	19.9252194443254	23.7063952808184	20.5808076760178	12.8281128225397
"REEP5"	675.195023875159	617.413592992192	686.23134898236	557.367624996669	491.650023867408	603.703691829855	508.543044036395
"ITFG1"	140.965983632299	121.6578508359	131.057445959496	155.632119443514	133.992668978539	152.640990263799	163.100291600862
"SEC14L1"	136.9612681882	133.82363591949	117.405628672048	141.630613888042	128.839104787056	144.065653732124	165.849172919977
"RHBDF2"	90.5065690366465	88.2019418560275	68.2590864372374	107.703888888245	120.593402080685	101.188971073754	116.369309175896
"ARHGEF6"	134.55843892174	104.929896345964	97.3829633171254	70.5460472218006	89.6720169317913	108.049240299093	130.113715771474
"MAP7D3"	124.947121855901	100.367726939617	96.4728421646289	113.089083332657	122.654827757278	121.769778749772	102.624902580318
"ASH2L"	145.771642165218	161.196652357567	119.225870977041	131.9372638881	112.347699374313	102.904038380089	145.690709913129
"TTI2"	18.4216910428572	53.2253097407062	30.944119184881	32.3111666664736	37.1056621786723	30.8712115140267	32.9865758293878
"SGO1"	277.126308731679	308.706796496096	278.497072663929	279.491591664996	253.555358220927	258.975163256557	266.641487954218
"RPS4Y1"	178.610308806833	212.901238962825	185.664715109286	164.248430554574	184.497598055065	171.506730633481	187.840223472903
"KLF16"	21.6254633981368	15.2072313544875	21.842907659916	19.3866999998841	22.6756824425219	5.14520191900444	14.6607003686168
"TMEM8A"	90.5065690366465	76.0361567724375	92.8323575546429	57.08306111077	75.242037195641	68.6026922533926	125.532246906281
"DOHH"	12.0141463322982	30.414462708975	16.382180744937	18.3096611110017	16.4914054127432	6.86026922533926	6.41405641126985
"MAU2"	76.8905365267085	83.6397724496812	75.5400556572094	73.2386444440068	60.8120574594907	53.1670864963793	73.303501843084
"ABHD17A"	13.616032509938	9.1243388126925	27.303634574895	14.0015055554719	13.3992668978539	32.5862788203615	13.7444065955782
"CBFA2T3"	43.2509267962735	42.580247792565	44.5959364723285	32.8496861109148	4.12285135318581	13.7205384506785	24.7399318720408
"GAMT"	80.8952519708079	69.9532642306425	100.113326774615	324.188705553618	117.501263565796	128.630047975111	177.760991969479
"PUDP"	142.567869809939	97.32628066872	116.495507519552	126.013549999247	123.685540595574	94.3287018484148	92.5456710768935
"ERMARD"	68.8811056385097	83.6397724496812	70.9894498947269	67.8534499995945	46.3820777233403	56.5972211090489	52.2287450631973
"PHF10"	155.382959231057	180.966053118401	203.867138159216	154.016561110191	114.409125050906	162.931394101807	273.971838138526
"PRRG3"	58.4688454838512	56.2667560116037	61.8882383697619	47.3897111108279	59.7813446211942	58.3122884153837	57.7265077014286
"CRACR2A"	45.6537560627332	54.746032876155	36.40484609986	59.7756583329761	63.90419597438	54.8821538027141	54.0613326092744
"SAT1"	834.582698550315	1280.44888004785	708.984377794773	449.663736108424	613.274138786389	456.207903485061	481.054230845239
"GNL3L"	68.0801625496898	62.3496485533987	63.7084806747549	66.2378916662708	53.5970675914155	77.1780287850667	56.8102139283901
"MOSPD2"	52.8622438621121	41.0595246571162	46.4161787773214	52.2363861107989	51.5356419148226	41.1616153520356	50.3961575171202
"DOCK6"	22.4264064869566	13.6865082190387	14.561938439944	14.5400249999131	15.4606925744468	15.4356057570133	23.8236380990023
"ECSIT"	24.8292357534163	44.1009709280137	38.225088404853	36.6193222220034	35.0442365020794	37.7314807393659	25.6562256450794
"LDLR"	102.520715368945	65.3910948242962	81.0007825721884	72.7001249995655	60.8120574594907	72.0328268660622	73.303501843084
"ELOF1"	235.477268113045	228.108470317312	243.912468869062	252.565619442935	283.446030531524	245.254624805879	268.474075500295
"PRKCSH"	32.8386666416151	21.2901238962825	30.944119184881	34.4652444442385	19.5835439276326	29.1561442076919	19.2421692338095
"CDC16"	231.472552668945	170.32099117026	196.586168939244	330.650938886913	380.333037331391	204.093009453843	337.196108478186
"THEM6"	94.5112844807459	115.574958294105	147.439626704433	93.7023833327734	76.2727500339375	92.61363454208	91.629377303855
"TOMM40"	321.979121705592	334.559089798725	286.688163036397	292.416058331586	334.981672446347	399.610682376012	336.279814705148
"XPO7"	31.2367804639753	28.8937395735262	25.483392269902	31.2341277775911	27.8292466340042	25.7260095950222	26.5725194181179
"FAM98C"	17.6207479540374	24.33157016718	34.584603794867	19.3866999998841	32.9828108254865	29.1561442076919	32.0702820563492
"SAFB2"	235.477268113045	285.895949464365	204.777259311712	208.407024998755	203.050429144401	231.5340863552	184.175048380748
