"Ly1_cas9_1"	"Ly1_cas9_7"	"Ly1_cas9_9"	"Ly1_KO_E8"	"Ly1_het_F10"	"Ly1_het_F9"	"Ly1_KO_G1"	"Ly1_KO_H3"
"MSMO1"	1201.54689219874	1018.99504281764	1066.17341704353	1005.94102532827	1416.74345875219	1228.63390652213	1330.09576146208	1226.59104070876
"TTC17"	106.267463832652	118.882754995392	103.861823926705	104.471391281416	122.630543782012	74.6534511283579	142.650802819528	89.9192680218829
"FOXN3"	466.127739084133	379.292599271012	456.780062371531	379.112677639777	310.183140154501	474.004442706562	302.026182521346	393.492865189778
"AKR7A2"	569.980033284225	486.853187123986	475.856723909089	457.735477263935	483.308613729107	493.792104451428	485.996528226531	498.782948258137
"MRTO4"	799.421148377451	810.242586129307	760.946832442597	721.606517098438	807.918876681492	984.885891392192	887.386373401479	879.979161410735
"USE1"	103.852294200092	98.3613270497587	120.818856404535	104.471391281416	119.745119222435	105.234382915878	117.072038176027	93.7619717835019
"AP5M1"	276.536922928152	257.579302490016	267.073261525814	206.78873325806	217.849554248045	263.535676874806	205.613915788148	192.90372883327
"ANAPC4"	85.7385219558898	108.268223299375	94.3234931579264	96.9322187147156	93.7762981862446	98.0388695541086	83.6228844114476	87.6136457649116
"TRAPPC3"	292.235525539793	367.970432128594	291.448995712694	336.031691544347	357.792645387518	317.502027088076	340.394329486599	279.748833845858
"THRAP3"	2300.44907501366	1849.75905689258	2067.69814776533	1386.13072762043	1556.68654989166	1806.07385380413	1271.067843054	1563.21189022658
"ARID4B"	765.608773521607	677.914757652294	680.400928172907	486.815142878349	581.413048754716	520.775279558063	604.052365042692	494.171703744194
"OPN3"	19.3213570604822	9.90689624961599	23.3159196570155	24.7715670048718	18.7552596372489	9.89383087243298	18.6921741625589	21.519141065066
"SDCCAG8"	60.3792408140069	43.1657622304697	54.0505410230814	40.9269367906577	62.0366280309003	42.2736410003955	54.1089252074073	49.1866081487223
"KIF1B"	12.0758481628014	8.4916253568137	9.53833076877907	15.0783451334002	11.541698238307	17.0893442342024	18.6921741625589	13.0651927895044
"FOXC1"	7.24550889768083	14.860344374424	16.9570324778295	52.7742079669007	43.2813683936513	39.5753234897319	73.7848980101008	48.4180673963985
"TBC1D22A"	196.836325053662	168.417236243472	155.792735890058	168.015845772174	138.500378859684	147.508023916273	104.282655854276	130.651927895044
"SYNE2"	718.512965686682	755.047021310018	804.399228167035	733.453788274681	601.611020671754	666.484425133894	747.686966502355	718.58560342274
"FAM168A"	18.1137722442021	16.2756152672263	28.6149923063372	22.6175177001003	18.7552596372489	22.4859792555295	29.5139592040403	23.0562225697136
"RELT"	26.566865958163	25.4748760704411	26.4953632466085	19.3864437429431	12.9844105180954	28.7820534470778	32.4653551244444	25.3618448266849
"GALC"	20.5289418767623	10.6145316960171	13.7775888882364	11.847271176243	10.0989859585186	10.7932700426542	12.7893823217508	15.3708150464757
"NOP58"	1758.24349250388	1756.35117796763	1695.70324778295	1744.77993686488	1946.21886543452	1845.64917729386	2069.91233884336	1871.39673190842
"SZRD1"	96.606785302411	107.560587852974	82.6655333294187	62.4674298383723	69.2501894298422	87.2455995114544	95.4284680930637	77.6226159847024
"CUL1"	591.716559977267	558.324367210501	622.111129030369	662.370161217223	411.172999739688	671.881060155221	551.911037115554	650.185476465923
"FAM114A2"	149.740517218737	150.726350083443	164.271252128973	123.857835024359	100.989859585186	136.714753873619	112.153044975353	130.651927895044
"CYFIP2"	439.56087312597	416.797277930273	443.002473483295	340.33979015389	398.188589221592	423.635849174176	443.69318670074	537.209985874326
"TAB2"	109.890218281493	98.3613270497587	120.818856404535	151.860475986388	102.432571864975	126.820923001186	102.315058574006	119.123816610187
"GINM1"	207.704588400184	229.27388463397	182.288099136667	152.937500638774	148.599364818203	182.5861515549	201.678721227609	169.847506263557
"EIF2AK2"	205.289418767623	208.044821241936	165.331066658837	155.091549943545	275.55804543958	222.161475044631	318.750759403636	208.274543879746
"USP36"	108.682633465212	112.514035977782	115.519783755213	118.47271176243	126.958680621377	135.815314703398	132.812816418182	116.049653600892
"KMT2C"	161.816365381538	162.756152672263	143.074961531686	171.246919729331	99.5471473053981	152.904658937601	182.98654706505	162.930639492643
"PUM2"	71.2475041605281	94.1155143713519	79.4860897398256	73.2376763622296	77.9064631085724	85.4467211710121	99.3636626536025	91.4563495265305
"MRPL43"	294.650695172354	353.817723200571	312.645286309981	280.02640962029	315.953989273655	305.809317875201	327.604947164848	300.4994341586
"HPF1"	397.295404556165	341.787920611752	423.925811945737	408.192343254191	405.402150620534	430.831362535945	411.227831576295	476.495266440747
"ZFR"	431.107779412009	387.784224627826	426.045441005465	543.897449454793	353.464508548153	443.423510919042	360.070302289292	435.762606567586
"ZNF280C"	24.1516963256028	28.3054178560457	26.4953632466085	21.5404930477146	18.7552596372489	21.5865400853083	17.7083755224242	16.1393557987995
"PHF21B"	13.2834329790815	19.813792499232	11.6579598285078	10.7702465238573	8.65627367873027	8.9943917022118	17.7083755224242	12.2966520371806
"TRAF1"	21.7365266930425	17.6908861600285	28.6149923063372	16.1553697857859	12.9844105180954	17.9887834044236	22.6273687230976	20.7506003127422
"RC3H2"	130.419160158255	154.97216276185	162.151623069244	126.01188432913	111.088845543705	114.22877461809	121.9910313767	129.88338714272
"TRAF3IP2"	83.3233523233295	55.9032002656902	83.725347859283	51.697183314515	88.0054490670911	70.156255277252	110.185447695084	82.2338604986451
"SOAT1"	140.079838688496	190.353935081907	155.792735890058	118.47271176243	183.224459533124	128.619801341629	118.055836816161	127.577764885748
"GDI2"	2039.61075469715	1181.04356004351	2023.18593751103	2463.15538000616	2754.13774211601	2384.41324025635	2343.4083608008	2257.20418957496
"ATG5"	375.558877863123	350.987181414966	320.063988019031	271.410212401204	327.495687511962	360.675107258693	332.523940365521	351.991664564294
"PITHD1"	334.500994109598	414.674371591069	384.712674340756	482.507044268807	428.485547097148	408.345383280416	487.9641255068	485.717755468633
"MTA3"	166.646704646659	128.789651245008	193.946058965175	161.553697857859	171.682761294817	149.306902256716	133.796615058316	179.069995291442
"USP13"	184.760476890861	196.015018653116	229.979752980562	252.023768658261	197.651582331008	225.759231725516	211.516707628956	205.968921622775
"ATP11B"	64.0019952628473	46.7039394624754	71.0075735009109	54.9282572716722	40.3959438340746	53.0669110430496	59.0279184080807	45.3439043871034
"CDK14"	109.890218281493	121.005661334595	138.835703412229	135.705106200602	121.187831502224	168.195124831361	197.74352666707	182.144158300737
"SEC61A1"	128.003990525695	157.802704547455	140.955332471957	170.169895076945	170.240049015029	155.602976448264	213.484304909225	174.458750777499
"PPP1R12A"	636.397198179633	524.357865783246	512.950232454341	394.191022773177	489.07946284826	375.965573152453	393.519456053871	411.169302493225
"POLR3E"	220.988021379265	261.117479722021	238.458269219477	202.480634648517	275.55804543958	249.144650151267	228.241284511245	229.025144192488
"ZC3H11A"	121.966066444294	111.80640053138	121.878670934399	138.936180157759	118.302406942647	124.122605490523	117.072038176027	122.197979619482
"RIOK2"	272.914168479311	260.40984427562	220.441422211783	233.714349567703	268.344484040638	267.13343355569	230.208881791515	223.645358926222
"YIPF1"	158.193610932698	157.802704547455	209.84327691314	138.936180157759	170.240049015029	151.105780597158	163.310574262357	137.568794665958
"NDC1"	257.215565867669	214.413540259546	182.288099136667	185.248240210345	245.261087564024	222.161475044631	268.577028756767	232.099307201783
"FLYWCH1"	28.9820355907233	29.0130533024468	38.1533230751163	40.9269367906577	44.7240806734397	34.1786884684048	41.3195428856565	38.4270376161893
"UNKL"	38.6427141209644	43.8733976768708	42.3925811945737	35.5418135287291	33.1823824351327	23.3854184257507	34.4329524047137	31.5101708452752
"PARP12"	86.9461067721699	79.962805443329	115.519783755213	81.8538735813154	109.646133263917	98.9383087243298	151.50499058074	114.512572096244
"ALDH18A1"	379.181632311963	388.491860074227	349.738794855233	383.420776249319	318.839413833232	371.468377301347	377.778677811716	401.178272713016
"TARBP1"	18.1137722442021	27.5977824096445	20.1364760674225	11.847271176243	10.0989859585186	12.5921483830965	14.7569796020202	24.5933040743611
"GATB"	113.512972730333	96.2384207105553	117.639412814942	115.241637805273	72.1356139894189	129.51924051185	78.7038912107742	103.753001563711
"MXD1"	22.9441115093226	23.3519697312377	29.6748068362016	33.3877642239576	43.2813683936513	26.0837359364142	18.6921741625589	25.3618448266849
"CDK17"	48.3033926512055	38.9199495520628	31.7944358959302	42.0039614430434	31.7396701553443	41.3742018301743	43.2871401659258	48.4180673963985
"DNAJC25"	50.7185622837658	55.1955648192891	48.7514683737597	49.5431340097435	88.0054490670911	68.3573769368097	77.7200925706396	70.7057492137883
"CTDP1"	50.7185622837658	43.8733976768708	44.5122102543024	44.1580107478149	41.838656113863	37.7764451492896	66.8983075291581	42.2697413778082
"YBX3"	530.12973434698	538.510574711269	627.41020167969	702.220073355495	773.293781966571	643.998445878365	575.522204478787	614.832601859029
"WNK1"	294.650695172354	222.90516561636	295.688253832151	318.799297106176	188.995308652278	307.608196215643	250.868653234343	345.843338545704
"RPS17P5"	68.8323345279678	60.1490129440971	55.1103555529458	98.0092433671013	75.0210385489957	97.1394303838874	73.7848980101008	116.818194353215
"CCAR1"	775.269452051848	651.024610689051	756.70757432314	719.452467793667	725.684276733554	891.344217689189	824.42326043286	844.62628680384
"OGFR"	88.15369158845	91.9926080321484	108.101082046163	85.0849475384726	95.219010466033	100.737187064772	104.282655854276	102.215920059064
"PIGV"	90.5688612210103	89.1620662465439	92.2038640981977	64.6214791431437	73.5783262692073	90.8433561923392	82.6390857713129	74.5484529754072
"SNRNP40"	641.227537444753	682.160570330701	698.417775180601	622.520249078951	820.903287199587	633.205175835711	679.804860333062	612.526979602057
"QSER1"	33.8123748558439	34.674136873656	38.1533230751163	45.2350354002006	62.0366280309003	32.3798101279625	73.7848980101008	75.316993727731
"MPC1"	461.297399819013	488.268458016788	427.10525553533	417.885565125663	418.38656113863	491.093786940764	405.325039735487	472.652562679128
"ACAA1"	35.019959672124	50.9497521408822	43.452395724438	37.6958628335005	49.0522175128049	41.3742018301743	55.092723847542	36.8899561115417
"BCAT1"	137.664669055936	114.636942316985	160.031994009516	222.944103043846	251.031936683178	192.479982427332	285.301605639057	264.378018799382
"HDAC7"	83.3233523233295	101.899504281764	114.459969225349	67.8525531003009	73.5783262692073	92.6422345327815	67.8821061692928	106.058623820682
"MRPS35"	669.001988219196	609.981754797784	567.000773477423	640.829668169509	643.449676785617	668.283303474337	706.367423616699	714.742899661121
"SFSWAP"	604.999992956349	478.361561767172	452.540804252074	456.658452611549	480.42318916953	483.898273578995	406.308838375622	458.8188291373
"TNK2"	91.7764460372905	106.852952406572	93.2636786280621	56.0052819240579	100.989859585186	74.6534511283579	87.5580789719863	84.5394827556164
"MON2"	16.9061874279219	11.3221671424183	19.0766615375581	22.6175177001003	23.0833964766141	18.8882225746448	5.90279184080807	14.6022742941519
"CDH3"	13.2834329790815	15.5679798208251	15.8972179479651	17.2323944381717	31.7396701553443	17.9887834044236	16.7245768822895	20.7506003127422
"GPBP1"	473.373247981814	404.767475341453	423.925811945737	393.113998120791	354.907220827941	420.937531663512	370.892087330774	388.881620675836
"DGAT2"	8.45309371396096	9.19926080321484	7.41870170905039	30.1566902668004	31.7396701553443	18.8882225746448	45.2547374461952	27.6674670836563
"CS"	733.003983482044	824.39529505733	758.827203382869	700.066024050724	828.116848598529	794.204787305302	760.476348824106	703.983329128588
"ELMO2"	42.2654685698048	42.4581267840685	36.0336940153876	31.2337149191861	66.3647648702654	35.078127638626	52.1413279271379	52.2607711580174
"WAPL"	694.361269361079	628.380276404214	692.058888001415	617.135125817023	502.063873366356	771.718808049772	660.128887530369	640.194446685714
"VMP1"	374.351293046843	412.551465251866	380.473416221299	324.184420368104	427.04283481736	366.971181450241	466.320555423837	358.139990582884
"APPBP2"	118.343311995453	108.268223299375	109.160896576027	131.397007591059	124.073256061801	89.0444778518968	103.298857214141	126.809224133425
"POLD1"	188.383231339701	188.231028742704	192.88624443531	164.784771815017	160.14106305651	181.686712384678	133.796615058316	153.708150464757
"EIF4B"	419.031931249208	409.01328801986	373.054714512248	470.659773092564	401.074013781169	503.685935323861	504.68870238909	483.412133211661
"SLC6A16"	15.6986026116418	25.4748760704411	19.0766615375581	35.5418135287291	27.4115333159792	19.787661744866	31.4815564843097	29.2045485883039
"SPHK2"	14.4910177953617	9.90689624961599	15.8972179479651	14.0013204810145	11.541698238307	9.89383087243298	9.83798640134678	9.99102978020921
"RPL18"	7072.82426895277	7694.12020871962	6601.58470652498	8732.51588154349	6961.08674997892	8398.06353235516	9105.05641444644	6978.35003109997
"ISOC2"	113.512972730333	149.311079190641	167.450695718566	116.318662457659	129.844105180954	163.697928980255	158.391581061683	129.114846390396
"U2AF2"	118.343311995453	141.527089280228	146.254405121279	116.318662457659	134.172242020319	141.211949724725	123.958628656969	118.355275857863
"EPN1"	89.3612764047302	118.175119548991	78.4262752099613	79.6998242765439	75.0210385489957	80.9495253199062	64.9307102488887	64.557423195198
"MED29"	148.532932402457	211.582998473941	184.407728196395	132.474032243445	155.812926217145	166.396246490918	136.74801097872	127.577764885748
"AHRR"	62.7944104465672	51.6573875872834	34.9738794855233	32.3107395715719	43.2813683936513	35.9775668088472	66.8983075291581	43.038282130132
"ZNF275"	18.1137722442021	17.6908861600285	11.6579598285078	16.1553697857859	12.9844105180954	17.9887834044236	23.6111673632323	19.9820595604184
"MTMR1"	74.8702586093685	58.0261066048936	62.5290572619962	38.7728874858862	66.3647648702654	49.4691543621649	60.0117170482153	55.3349341673126
"ADCK1"	20.5289418767623	17.6908861600285	8.47851623891473	20.4634683953288	8.65627367873027	8.9943917022118	21.6435700829629	23.8247633220374
"HAGH"	6.03792408140069	2.83054178560457	8.47851623891473	65.6985037955295	28.8542455957676	32.3798101279625	21.6435700829629	41.5012006254844
"RNF4"	456.467060553892	525.773136676048	494.933385446648	329.569543630033	341.922810309846	377.764451492896	396.470851974275	334.315227260847
"CASP8"	247.554887337428	219.366988384354	191.826429905446	188.479314167503	222.17769108741	176.290077363351	242.998264113265	189.829565823975
"INTS13"	382.804386760804	423.873632394284	423.925811945737	491.123241487892	522.261845283393	554.054528856247	526.332272472053	491.866081487223
"TM7SF3"	324.840315579357	254.04112525801	307.346213660659	527.742079669007	577.084911915351	382.261647344001	412.21163021643	395.79848744675
"TAF2"	206.497003583904	166.294329904268	195.005873495039	196.018486734203	129.844105180954	202.373813299765	198.727325307205	219.034114412279
"TNPO3"	431.107779412009	401.229298109447	390.011746990078	337.108716196733	214.964129688468	349.881837216039	274.479820597575	348.917501554999
"BORCS8-MEF2B"	252.385226602549	267.486198739632	286.149923063372	233.714349567703	285.657031398099	269.831751066354	318.750759403636	258.229692780792
"RFXANK"	416.616761616648	419.627819715877	488.574498267462	381.266726944548	401.074013781169	417.339774982627	370.892087330774	429.614280548996
"TMEM161A"	74.8702586093685	101.191868835363	71.0075735009109	116.318662457659	138.500378859684	120.524848809638	165.278171542626	160.625017235671
"LPAR2"	82.1157675070494	69.3482737473119	54.0505410230814	43.0809860954292	73.5783262692073	65.6590594261461	47.2223347264645	46.8809858917509
"CTSA"	102.644709383812	127.374380352206	111.280525635756	110.93353919573	138.500378859684	131.318118852292	172.164762023569	126.040683381101
"SUGP2"	421.447100881768	464.208852839149	430.284699124923	385.574825554091	411.172999739688	417.339774982627	363.021698209696	421.928873025758
"SLC12A2"	131.626744974535	91.2849725857473	113.400154695485	310.18309988709	209.193280569315	130.418679682071	180.035151144646	126.040683381101
"SNX24"	20.5289418767623	25.4748760704411	21.1962905972868	62.4674298383723	31.7396701553443	14.3910267235389	21.6435700829629	28.4360078359801
"EYA2"	1.20758481628014	9.19926080321484	1.05981452986434	37.6958628335005	80.7918876681492	23.3854184257507	5.90279184080807	48.4180673963985
"CNN2"	235.479039174627	281.638907667654	271.312519645271	119.549736414816	119.745119222435	184.385029895342	116.088239535892	153.708150464757
"ABCA7"	35.019959672124	36.0894077664582	44.5122102543024	37.6958628335005	31.7396701553443	34.1786884684048	50.1737306468686	40.7326598731606
"SNCAIP"	0	17.6908861600285	2.11962905972868	1.07702465238573	17.3125473574605	0	202.662519867744	41.5012006254844
"DDX20"	176.3073831769	201.676102224325	172.749768367888	163.707747162631	197.651582331008	153.804098107822	204.630117148013	163.699180244966
"BTBD1"	208.912173216464	222.90516561636	214.082535032597	239.099472829632	320.28212611302	292.317730321883	249.884854594208	274.369048579591
"CHI3L2"	2503.32332414873	1811.54674278692	2739.62055969932	1073.79357842857	1819.26018481315	2012.04542378478	2107.29668716848	2454.71916292217
"SBNO2"	15.6986026116418	21.2290633920343	25.4355487167442	25.8485916572575	12.9844105180954	23.3854184257507	13.7731809618855	19.9820595604184
"PMS1"	153.363271667577	151.433985529844	157.912364949787	145.398328072073	142.828515699049	126.820923001186	132.812816418182	167.541884006585
"HMG20B"	170.269459095499	151.433985529844	160.031994009516	141.09022946253	168.79733673524	118.725970469196	108.217850414815	123.73506112413
"TAF11"	259.63073550023	267.486198739632	259.654559816764	238.022448177246	285.657031398099	214.066522512641	250.868653234343	196.746432594889
"ANKS1A"	10.8682633465212	26.1825115168422	22.2561051271512	26.9256163096432	31.7396701553443	27.8826142768566	55.092723847542	28.4360078359801
"AP3D1"	187.175646523421	174.785955261082	146.254405121279	155.091549943545	135.614954300108	130.418679682071	142.650802819528	152.17106896011
"ZNF76"	94.1916156698507	104.022410620968	92.2038640981977	85.0849475384726	86.5627367873027	96.2399912136662	94.4446694529291	89.1507272695591
"NTHL1"	152.155686851297	181.154674278692	165.331066658837	219.713029086689	220.734978807622	203.273252469987	257.755243715286	194.440810337918
"UHRF1BP1"	24.1516963256028	39.6275849984639	30.7346213660659	36.6188381811148	37.5105192744978	20.6871009150871	51.1575292870032	45.3439043871034
"GNAI3"	612.24550185403	618.473380154598	601.974652962946	553.590671326265	611.710006630272	595.428730686421	575.522204478787	523.376252332498
"IPO5"	333.293409293318	406.182746234255	383.652859810892	557.898769935808	467.438778651435	563.94835972868	597.165774561749	614.064061106705
"OAT"	202.874249135063	263.948021507626	218.321793152054	256.331867267803	214.964129688468	183.485590725121	186.921741625589	175.227291529823
"WDR3"	114.720557546613	143.649995619432	123.998299994128	133.55105689583	131.286817460742	121.424287979859	175.116157943973	139.874416922929
"PKN2"	67.6247497116877	64.3948256225039	64.6486863217248	52.7742079669007	31.7396701553443	49.4691543621649	42.3033415257911	66.0945046998456
"WDR18"	324.840315579357	305.698512845293	347.619165795504	250.946744005875	264.016347201273	338.189128003164	242.014465473131	293.582567387686
"TRAM2"	14.4910177953617	12.7374380352206	13.7775888882364	23.694542352486	28.8542455957676	17.9887834044236	16.7245768822895	20.7506003127422
"MCM10"	219.780436562985	113.929306870584	222.561051271512	233.714349567703	294.313305076829	178.088955703794	278.415015158114	230.562225697136
"DGKA"	202.874249135063	190.353935081907	217.26197862219	51.697183314515	73.5783262692073	103.435504575436	62.9631129686194	100.678838554416
"ERBB3"	16.9061874279219	9.90689624961599	12.7177743583721	14.0013204810145	5.77084911915351	12.5921483830965	19.6759728026936	22.2876818173898
"ANKRD44"	188.383231339701	164.879059011466	170.630139308159	213.250881172374	165.911912175664	174.491199022909	149.537393300471	182.912699053061
"KARS"	1030.06984828696	1280.82015798607	1042.85749738651	957.474915970913	1032.98199232848	1138.68998950001	1138.25502663582	1135.90323193456
"PDIA5"	37.4351293046843	38.2123141056617	34.9738794855233	39.849912138272	49.0522175128049	28.7820534470778	41.3195428856565	42.2697413778082
"TBC1D22B"	31.3972052232836	33.2588659808537	26.4953632466085	20.4634683953288	27.4115333159792	23.3854184257507	23.6111673632323	22.2876818173898
"NDUFB4"	982.974040452032	1021.82558460325	887.064761496454	917.625003832641	923.335859064562	904.835805242507	913.948936685116	829.255471757365
"SPEN"	268.083829214191	227.150978294767	222.561051271512	196.018486734203	188.995308652278	182.5861515549	174.132359303838	209.04308463207
"MYLK"	68.8323345279678	70.7635446401142	60.4094282022675	16.1553697857859	20.1979719170373	30.5809317875201	28.5301605639057	53.0293119103412
"ZC3H15"	863.423143640298	876.760318091015	791.681453808663	767.918577151025	898.80975030816	848.171137518573	1005.44221021764	933.7770140734
"MAP2K4"	66.4171648954076	70.7635446401142	64.6486863217248	76.4687503193868	80.7918876681492	68.3573769368097	82.6390857713129	67.6315862044931
"TMEM206"	67.6247497116877	66.5177319617073	55.1103555529458	61.3904051859866	88.0054490670911	51.2680327026073	71.8173007298315	62.2518009382266
"SLK"	47.0958078349254	42.4581267840685	61.4692427321318	100.163292671873	73.5783262692073	64.7596202559249	79.6876898509089	89.9192680218829
"CYB5R4"	251.177641786269	245.549499901196	258.594745286899	211.096831867603	326.052975232173	244.647454300161	245.949660033669	230.562225697136
"SEC61A2"	28.9820355907233	14.860344374424	43.452395724438	19.3864437429431	28.8542455957676	17.9887834044236	26.5625632836363	30.7416300929514
"ASB1"	67.6247497116877	72.1788155329165	58.2897991425388	51.697183314515	69.2501894298422	58.4635460643767	78.7038912107742	76.0855344800548
"FAM107B"	1083.20358020328	749.385937738809	1172.15487002996	1152.41637805273	1017.11215725081	1311.38231018248	968.057861892523	1221.97979619482
"TBC1D1"	440.76845794225	442.979789447115	467.378207670175	337.108716196733	253.917361242755	464.110611834129	456.482569022491	456.513206880329
"CDK13"	171.47704391178	144.357631065833	169.570324778295	221.86707839146	135.614954300108	133.116997192735	161.342976982087	166.004802501938
"MTHFD2"	1120.63870950797	1095.41967102897	942.1751170494	1119.02861382877	1269.58680621377	1130.59503696802	1310.41978865939	1057.51207519753
"SLC9A7"	85.7385219558898	74.3017218721199	76.3066461502326	61.3904051859866	85.1200245075143	55.7652285537132	88.541877612121	102.215920059064
"YBX1"	6035.50891176813	6515.19955501531	6011.26801339055	6737.86622532512	5645.33315081192	6497.5485656778	6181.20685596618	5990.00662361159
"PPP2R5A"	484.241511328335	592.998504084157	498.112829036241	299.412853363233	409.730287459899	485.697151919437	370.892087330774	359.677072087532
"ELAVL1"	2363.24348546023	2405.96051776388	2429.09490244907	2734.56559240737	2689.21568952554	2727.09956411062	2337.50556895999	2661.45662529727
"DIP2B"	27.7744507744432	19.1061570528308	23.3159196570155	30.1566902668004	23.0833964766141	34.1786884684048	46.2385360863299	26.8989263313325
"SMARCD1"	66.4171648954076	93.4078789249507	77.3664606800969	103.39436662903	73.5783262692073	96.2399912136662	100.347461293737	87.6136457649116
"KDM4A"	22.9441115093226	26.1825115168422	28.6149923063372	25.8485916572575	24.5261087564024	17.0893442342024	22.6273687230976	16.9078965511233
"NFYC"	241.516963256028	205.921914902732	225.740494861105	196.018486734203	249.589224403389	231.155866746843	282.350209718653	190.598106576299
"ASPM"	270.498998846751	266.77856329323	256.475116227171	205.711708605674	203.422431450161	162.798489810034	191.840734826262	195.977891842565
"CD84"	84.5309371396096	93.4078789249507	104.92163845657	44.1580107478149	31.7396701553443	48.5697151919437	32.4653551244444	35.3528746068941
"ELOVL1"	106.267463832652	108.975858745776	87.9646059787404	91.547095452787	121.187831502224	107.932700426542	120.023434096431	109.901327582301
"SPI1"	33.8123748558439	38.2123141056617	32.8542504257946	35.5418135287291	31.7396701553443	30.5809317875201	32.4653551244444	33.0472523499228
"ZNRD1"	278.952092560712	244.841864454795	258.594745286899	229.40625095816	240.932950724659	223.060914214853	245.949660033669	202.894758613479
"ZBTB11"	53.1337319163261	58.7337420512948	36.0336940153876	47.3890847049721	37.5105192744978	38.6758843195107	56.0765224876766	52.2607711580174
"ATXN3"	43.473053386085	31.1359596416502	48.7514683737597	36.6188381811148	54.8230666319584	30.5809317875201	28.5301605639057	42.2697413778082
"GOLGA5"	107.475048648932	98.3613270497587	102.802009396841	89.3930461480155	85.1200245075143	85.4467211710121	90.5094748923904	91.4563495265305
"LRRC40"	185.968061707141	187.523393296303	196.065688024903	185.248240210345	199.094294610796	196.077739108217	162.326775622222	178.301454539118
"ISOC1"	332.085824477038	275.270188650044	290.38918118283	334.954666891962	343.365522589634	298.613804513432	340.394329486599	322.018575223666
"TRMT11"	106.267463832652	122.420932227398	118.699227344806	140.013204810145	207.750568289526	134.016436362956	162.326775622222	160.625017235671
"THUMPD1"	281.367262193272	302.867971059689	273.432148705	215.404930477146	307.297715594925	278.826142768566	294.155793400269	261.303855790087
"MSANTD3"	90.5688612210103	74.3017218721199	85.8449769190117	134.628081548216	138.500378859684	87.2455995114544	134.780413698451	106.827164573006
"ATG2B"	39.8502989372445	43.8733976768708	47.6916538438954	50.6201586621293	18.7552596372489	30.5809317875201	41.3195428856565	30.7416300929514
"ARFGEF1"	120.758481628014	136.57364115542	112.34034016562	85.0849475384726	64.922052590477	89.0444778518968	64.9307102488887	87.6136457649116
"ZFAT"	41.0578837535247	26.1825115168422	42.3925811945737	10.7702465238573	25.9688210361908	12.5921483830965	13.7731809618855	16.1393557987995
"MTFR1"	54.3413167326062	62.2719192833005	51.9309119633527	60.3133805336008	51.9376420723816	54.865789383492	53.1251265672726	61.4832601859029
"STAG3"	475.788417614374	376.462057485407	621.051314500504	92.6241201051727	187.552596372489	217.664279193526	246.933458673804	216.728492155308
"FECH"	123.173651260574	154.97216276185	138.835703412229	131.397007591059	132.729529740531	130.418679682071	192.824533466397	132.189009399691
"MYO9A"	88.15369158845	152.849256422647	98.5627512773838	86.1619721908583	47.6095052330165	107.932700426542	51.1575292870032	43.038282130132
"DDX3Y"	6.03792408140069	6.36871901761028	7.41870170905039	100.163292671873	98.1044350256097	75.5528902985791	104.282655854276	96.836134792797
"PFKP"	425.069855330608	193.184476867512	511.890417924477	248.792694701103	334.709248910904	279.725581938787	308.912773002289	312.027545443457
"IDI1"	3306.36722697502	1636.05315207944	3069.22287848713	3309.69675678135	3968.90148169783	3735.37087392856	3555.44828544673	3585.24260959046
"SP100"	1165.31934771033	1052.2539087985	1057.69490080461	1131.9529096574	1126.75829051472	1176.4664346493	1052.66454494411	1059.04915670218
"KLF6"	165.439119830379	75.009357318521	158.972179479651	128.165933633902	132.729529740531	137.614193043841	121.007232736565	81.4653197463213
"TRAM1"	687.115760463398	728.864509793176	663.443895695078	684.987678917324	802.148027562338	649.395080899692	696.529437215352	690.14959558676
"EVI5"	45.8882230186452	57.3184711584925	44.5122102543024	81.8538735813154	89.4481613468795	55.7652285537132	64.9307102488887	76.8540752323786
"STOML1"	24.1516963256028	17.6908861600285	26.4953632466085	19.3864437429431	20.1979719170373	15.2904658937601	19.6759728026936	32.278711597599
"PKM"	3908.95205029881	3536.05432566651	3919.19413143834	4638.74517782533	5294.75406682335	4971.20029381246	3500.35556159918	3817.34191679224
"DHX29"	284.990016642112	264.655656954027	268.133076055678	340.33979015389	278.443469999157	271.630629406796	298.090987960807	298.193811901629
"DNTTIP2"	702.81436307504	646.071162564243	682.520557232636	632.213470950423	637.678827666463	629.607419154826	689.642846734409	618.675305620647
"METTL22"	54.3413167326062	68.6406383009108	54.0505410230814	53.8512326192864	75.0210385489957	52.1674718728284	93.4608708127944	58.4090971766077
"TP53BP1"	37.4351293046843	43.8733976768708	37.093508545252	62.4674298383723	28.8542455957676	41.3742018301743	44.2709388060605	39.9641191208369
"TRO"	19.3213570604822	12.7374380352206	30.7346213660659	25.8485916572575	27.4115333159792	8.9943917022118	14.7569796020202	19.2135188080946
"RRP15"	300.688619253754	308.529054630898	284.030294003644	255.254842615418	375.105192744978	328.295297130731	384.665268292659	327.398360489933
"RHOA"	6370.00990587773	6320.599807255	5835.33880143306	4899.38514370268	5309.18118962123	5810.37703962882	4521.53855005898	4849.49214716309
"DHX8"	166.646704646659	222.197530169959	217.26197862219	150.783451334002	183.224459533124	183.485590725121	162.326775622222	154.476691217081
"PMS2P4"	79.7005978744891	88.4544308001427	75.2468316203683	85.0849475384726	72.1356139894189	86.3461603412333	79.6876898509089	90.6878087742067
