"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_name"	"cell_line"
1205.80150544478	0.0262009709846377	0.0748765930556723	0.349922050608749	0.72639719795994	0.875709793878463	"DPM1"	"OCI-Ly1"
58.3114498505218	0.314999132205948	0.239884338063639	1.31312921363954	0.18913941137705	0.428512429268707	"C1orf112"	"OCI-Ly1"
77.3818207604134	0.26606194795635	0.218647454872692	1.21685362453116	0.223659912967718	0.473537222372523	"GCLC"	"OCI-Ly1"
64.6201872971553	-0.262752867027636	0.202729372865825	-1.29607694885702	0.194948975692003	0.436089191250282	"NFYA"	"OCI-Ly1"
63.4277076172236	-0.108915977148412	0.200516362036883	-0.54317750452892	0.587007593509049	0.790031321036577	"STPG1"	"OCI-Ly1"
136.209002155022	-0.315364060806579	0.172322343316662	-1.83008224433822	0.0672376415611629	0.222478291963794	"NIPAL3"	"OCI-Ly1"
361.187389679715	-0.0191297658669059	0.111815111865787	-0.171083904024239	0.86415779200259	0.944526626282017	"LAS1L"	"OCI-Ly1"
26.3571052604481	0.300175672049994	0.324205591700798	0.925880613209841	0.354508027393677	0.611979541800701	"ENPP4"	"OCI-Ly1"
78.9831341151984	-0.440326198644851	0.229952949475281	-1.91485345001928	0.0555111957485531	0.194559273937259	"ANKIB1"	"OCI-Ly1"
1638.11235654706	0.588555747842878	0.109294277372195	5.38505548500574	7.24223041198921e-08	3.06880116350242e-06	"CYP51A1"	"OCI-Ly1"
145.627362327457	-0.317205329565474	0.191363032998378	-1.65761027401861	0.0973961546025682	0.281237191477012	"KRIT1"	"OCI-Ly1"
87.7263938853881	-0.432110682447105	0.169334627938157	-2.55181522945749	0.0107163333302951	0.0612376192080233	"RAD52"	"OCI-Ly1"
82.0402705571995	0.206718037386931	0.197306518862105	1.04769998771001	0.294776853237932	0.552892838834693	"BAD"	"OCI-Ly1"
434.322796134655	0.217243094248465	0.216665649870497	1.00266514040556	0.316022454662737	0.574270808695634	"LAP3"	"OCI-Ly1"
21.6709626266696	0.406887982136037	0.343134604107041	1.18579699414143	0.235702478863032	0.487899350263132	"HS3ST1"	"OCI-Ly1"
322.059597851863	-0.743520972341723	0.258011067353848	-2.88174061666132	0.00395485147331604	0.0292376971309639	"MAD1L1"	"OCI-Ly1"
83.1744592655017	-0.691319496969764	0.219712044374865	-3.14647974323274	0.00165248707831259	0.0150232789614076	"LASP1"	"OCI-Ly1"
72.9306041514296	-0.231393780823102	0.215494917334397	-1.07377836881431	0.282922027115887	0.53956342744383	"SNX11"	"OCI-Ly1"
89.5000601682833	-0.046935888076377	0.182781167254419	-0.256787330890854	0.797342950701593	0.911703518259681	"M6PR"	"OCI-Ly1"
37.4384007703836	0.0521635889855077	0.261281731831429	0.199644990944725	0.84175823836765	0.93379575931246	"ALS2"	"OCI-Ly1"
153.725225949689	-0.259706336642637	0.17120738649636	-1.51691081767759	0.129289202023942	0.337657404134185	"CFLAR"	"OCI-Ly1"
130.827007794558	-0.0980786039008511	0.167691646440884	-0.584874714885853	0.558631961395287	0.770557220009764	"NDUFAF7"	"OCI-Ly1"
285.397777419311	-0.159515293479175	0.1133324116602	-1.4074993300014	0.15927937578378	0.383949082612865	"RBM5"	"OCI-Ly1"
488.017157318982	-0.298395160712499	0.103242551089235	-2.89023428387185	0.00384954814499556	0.0286400769037762	"ARF5"	"OCI-Ly1"
467.685255710845	0.123700743727828	0.108042915357826	1.1449223053464	0.252241343230877	0.506055212108534	"POLDIP2"	"OCI-Ly1"
1481.78714050514	0.0815173764647778	0.0848780304729775	0.96040607929434	0.3368508796576	0.59497854685787	"AK2"	"OCI-Ly1"
61.4919146118689	0.00397303001404293	0.663974853204764	0.00598370554979089	0.995225722215738	0.998978212643764	"CD38"	"OCI-Ly1"
243.730156177261	0.492070398276849	0.156212040378859	3.15001581877707	0.00163261622435773	0.0148979271859052	"FKBP4"	"OCI-Ly1"
147.602471210315	0.305140285952826	0.153071451967628	1.99345000018265	0.0462121934211648	0.171066584319695	"KDM1A"	"OCI-Ly1"
377.235426746257	-0.237351641826758	0.140024520085905	-1.69507198939974	0.0900617651230096	0.26760393651816	"RBM6"	"OCI-Ly1"
45.991790934158	-0.482789989846175	0.273419374391773	-1.76574901072812	0.0774379663311489	0.243253049845773	"RECQL"	"OCI-Ly1"
70.8926179775048	-0.172119855342731	0.209723281603617	-0.82069980035904	0.411817284552554	0.666870073427983	"VPS50"	"OCI-Ly1"
2338.84740476101	0.156704795140501	0.0678342623279021	2.3101127625301	0.0208819120498254	0.0986595790830896	"NDUFAB1"	"OCI-Ly1"
229.667421840757	0.531538551739749	0.179525483628555	2.96079721383467	0.00306843899305786	0.0240256418855413	"SLC25A13"	"OCI-Ly1"
134.094732099555	0.638132084514295	0.208820342221657	3.05589042583282	0.00224393244499049	0.0190431023710004	"ST7"	"OCI-Ly1"
280.150744690317	-0.446953912635358	0.11034793759235	-4.05040567487998	5.11289165653638e-05	0.000862430733139731	"CDC27"	"OCI-Ly1"
313.033073697532	0.0569963058861747	0.115761938203838	0.492357909434906	0.62246634883606	0.814068622958563	"HCCS"	"OCI-Ly1"
166.867769579094	0.034963307859128	0.161507710333426	0.216480735111332	0.828613040296231	0.926993654123448	"DVL2"	"OCI-Ly1"
149.514555449285	-0.257338832810575	0.175068775538807	-1.46992992907254	0.141580732699123	0.356827249722645	"UPF1"	"OCI-Ly1"
354.574513733683	-0.494093474051242	0.161912362098897	-3.05161056046757	0.00227617205417809	0.0192234503279068	"SKAP2"	"OCI-Ly1"
