value	group	tec_rep	bio_rep	date
5,96	WT	exp1	exp1	NA
5,63	WT	exp2	exp2	NA
2,65	WT	exp3	exp3	NA
7,21	het	exp1	exp1	NA
6,20	het	exp2	exp2	NA
5,83	het	exp3	exp3	NA
8,09	KO	exp1	exp1	NA
6,17	KO	exp2	exp2	NA
7,38	KO	exp3	exp3	NA
