value	group	tec_rep	bio_rep	date
0	WT	1	NA	20210629
0	WT	2	NA	20210623
0	WT	3	NA	20210907
-0,613390909047673	het	1	NA	20210629
-0,466567799918925	het	2	NA	20210623
-0,912815429565623	het	3	NA	20210907
0,601290670625159	het+RUNX3	1	NA	20210629
0,391111660033364	het+RUNX3	2	NA	20210623
-0,306246472655093	het+RUNX3	3	NA	20210907
-1,43155258606186	KO	1	NA	20210629
-1,17467853141295	KO	2	NA	20210623
-1,35381215590715	KO	3	NA	20210907
