value	group	tec_rep	bio_rep	date
21	WT	1	NA	NA
18	WT	2	NA	20200507
14,4	WT	3	NA	20200514
3,7	het	1	NA	NA
5,81	het	2	NA	20200507
4,37	het	3	NA	20200514
2,4	KO	1	NA	NA
3,05	KO	2	NA	20200507
1,72	KO	3	NA	20200514
17,2	het+ARID1A	1	NA	NA
19	het+ARID1A	2	NA	20200507
12	het+ARID1A	3	NA	20200514
